data,chuva_mm_dia,pressao_hpa,temperatura_c,temp_max_c,temp_min_c,umidade_pct,ano,evento_extremo
2018-01-13,0.0,1001.8083333333334,25.875,30.8,22.2,79.33333333333333,2018,0
2018-01-14,8.0,1000.975,25.554166666666664,32.0,22.4,84.16666666666667,2018,0
2018-01-15,11.799999999999999,1000.7083333333334,25.662499999999998,28.6,23.8,86.91666666666667,2018,0
2018-01-16,0.0,1008.6541666666667,24.59583333333333,27.7,22.1,79.16666666666667,2018,0
2018-01-17,0.0,1007.6625,25.120833333333334,30.2,21.4,81.95833333333333,2018,0
2018-01-18,7.4,1003.5625,26.275000000000002,32.0,23.5,82.95833333333333,2018,0
2018-01-19,0.0,1008.8833333333333,25.379166666666666,30.9,20.8,71.58333333333333,2018,0
2018-01-20,0.0,1008.6,25.27916666666667,33.0,18.0,68.04166666666667,2018,0
2018-01-21,14.2,1006.1583333333333,22.829166666666666,24.7,20.8,82.875,2018,0
2018-01-22,8.6,1001.6458333333334,22.6375,25.8,20.8,93.41666666666667,2018,0
2018-01-23,4.0,1001.0041666666666,24.545833333333334,27.6,22.4,87.16666666666667,2018,0
2018-01-24,17.799999999999997,1003.4583333333334,25.295833333333334,32.3,21.4,79.83333333333333,2018,0
2018-01-25,5.8,1009.3541666666666,23.65833333333333,26.4,20.9,82.45833333333333,2018,0
2018-01-26,0.0,1010.8166666666666,22.208333333333332,26.7,18.4,75.70833333333333,2018,0
2018-01-27,0.0,1007.2791666666667,23.96666666666667,30.6,19.0,69.83333333333333,2018,0
2018-01-28,14.0,1002.7708333333334,25.09583333333333,29.7,22.3,78.83333333333333,2018,0
2018-01-29,0.0,1004.725,23.912499999999998,26.8,21.7,80.16666666666667,2018,0
2018-01-30,0.0,1005.6541666666667,23.983333333333334,28.5,20.3,78.33333333333333,2018,0
2018-01-31,0.0,1007.7541666666666,24.254166666666666,29.1,20.9,77.58333333333333,2018,0
2018-02-01,0.0,1007.5541666666667,24.233333333333334,30.1,20.3,77.08333333333333,2018,0
2018-02-02,0.0,1005.7833333333333,24.375,31.1,18.4,69.66666666666667,2018,0
2018-02-03,0.0,1006.7291666666666,24.458333333333332,28.5,20.6,71.0,2018,0
2018-02-04,0.0,1009.1625,23.179166666666664,28.4,19.3,71.41666666666667,2018,0
2018-02-05,0.0,1007.1916666666666,23.90833333333333,28.9,19.3,70.75,2018,0
2018-02-06,0.0,1004.35,24.7,31.4,19.9,72.54166666666667,2018,0
2018-02-07,0.0,1004.2666666666668,24.9875,30.7,20.3,75.83333333333333,2018,0
2018-02-08,0.0,1003.9,26.054166666666664,34.2,20.3,72.45833333333333,2018,0
2018-02-09,24.8,1002.3125,26.400000000000002,35.4,22.6,75.79166666666667,2018,0
2018-02-10,3.8,1004.6333333333333,25.629166666666666,30.1,21.4,80.04166666666667,2018,0
2018-02-11,9.8,1006.7583333333333,23.6375,27.4,19.6,88.125,2018,0
2018-02-12,2.2,1010.5458333333332,20.9375,24.6,18.8,82.16666666666667,2018,0
2018-02-13,0.0,1015.1374999999999,20.408333333333335,26.2,14.3,73.875,2018,0
