data,chuva_mm_dia,pressao_hpa,temperatura_c,temp_max_c,temp_min_c,umidade_pct,ano,evento_extremo,chuva_lag1,chuva_lag2,pressao_lag1,chuva_mm7d,temp_mm7d,umid_mm7d,pressao_delta,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12
2015-04-03,0.0,1008.1375,23.258333333333336,32.0,16.3,71.91666666666667,2015,0,0.0,1.6,1011.4708333333332,2.0571428571428583,21.594642857142855,76.04761904761905,-3.333333333333144,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-04,0.0,1004.3291666666668,24.78333333333333,31.1,19.1,67.04166666666667,2015,0,0.0,0.0,1008.1375,2.000000000000001,21.965476190476192,76.16666666666666,-3.8083333333332803,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-05,7.2,1003.1166666666668,21.825,24.5,19.8,82.20833333333333,2015,0,0.0,0.0,1004.3291666666668,2.000000000000001,22.55,74.9702380952381,-1.2124999999999773,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-06,5.8,1009.3458333333332,21.15833333333333,24.7,18.4,75.20833333333333,2015,0,7.2,0.0,1003.1166666666668,3.02857142857143,22.513690476190476,75.94047619047619,6.229166666666401,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-07,0.0,1013.2291666666666,19.275,25.7,14.9,69.08333333333333,2015,0,5.8,7.2,1009.3458333333332,2.0857142857142867,22.42797619047619,74.92857142857143,3.8833333333334394,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-08,0.0,1012.2833333333332,20.591666666666665,27.3,15.5,62.875,2015,0,0.0,5.8,1013.2291666666666,2.0857142857142867,22.083928571428572,73.36309523809526,-0.9458333333334394,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-09,0.0,1012.0958333333332,21.90833333333333,28.6,16.4,72.25,2015,0,0.0,0.0,1012.2833333333332,1.857142857142858,21.877976190476193,71.5,-0.1875,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-10,0.0,1013.4958333333334,22.691666666666663,29.8,17.2,68.83333333333333,2015,0,0.0,0.0,1012.0958333333332,1.857142857142858,21.82857142857143,71.51190476190476,1.4000000000002046,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-11,0.0,1011.4875,22.854166666666668,29.9,16.8,67.875,2015,0,0.0,0.0,1013.4958333333334,1.857142857142858,21.747619047619047,71.07142857142857,-2.0083333333334394,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-12,9.4,1012.0666666666666,21.741666666666664,24.8,19.7,81.58333333333333,2015,0,0.0,0.0,1011.4875,1.857142857142858,21.47202380952381,71.19047619047619,0.5791666666666515,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-13,0.0,1012.1791666666668,21.004166666666663,26.9,16.9,73.79166666666667,2015,0,9.4,0.0,1012.0666666666666,2.1714285714285726,21.46011904761905,71.10119047619047,0.1125000000001819,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-14,0.8,1008.4125,23.245833333333334,30.2,18.8,73.79166666666667,2015,0,0.0,9.4,1012.1791666666668,1.342857142857144,21.438095238095237,70.89880952380952,-3.766666666666765,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-15,1.6,1007.8166666666666,22.325,24.5,20.7,88.20833333333333,2015,0,0.8,0.0,1008.4125,1.4571428571428586,22.005357142857143,71.57142857142857,-0.5958333333334167,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-16,2.4,1010.8541666666666,22.325,25.7,19.9,84.25,2015,0,1.6,0.8,1007.8166666666666,1.685714285714287,22.252976190476186,75.19047619047619,3.0375000000000227,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-17,0.6,1009.2041666666668,23.27916666666667,28.1,19.6,75.75,2015,0,2.4,1.6,1010.8541666666666,2.0285714285714294,22.3125,76.90476190476191,-1.6499999999998636,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-18,21.2,1008.1416666666668,20.966666666666665,24.6,18.3,81.95833333333333,2015,0,0.6,2.4,1009.2041666666668,2.114285714285715,22.396428571428572,77.89285714285714,-1.0625,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-19,0.0,1006.8,19.691666666666663,28.3,13.4,79.75,2015,0,21.2,0.6,1008.1416666666668,5.142857142857144,22.126785714285717,79.9047619047619,-1.3416666666668107,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-20,18.6,1004.7125,21.47083333333333,22.1,21.0,93.04166666666669,2015,0,0.0,21.2,1006.8,3.800000000000001,21.833928571428572,79.64285714285714,-2.0874999999999773,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-21,0.4,1009.7541666666666,21.35,24.3,18.4,83.25,2015,0,18.6,0.0,1004.7125,6.457142857142858,21.90059523809524,82.39285714285714,5.041666666666629,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-22,0.0,1014.2625,19.245833333333334,23.1,16.5,71.79166666666667,2015,0,0.4,18.6,1009.7541666666666,6.400000000000001,21.629761904761903,83.74404761904762,4.508333333333439,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-23,2.8,1014.375,18.979166666666668,21.7,17.4,85.41666666666667,2015,0,0.0,0.4,1014.2625,6.171428571428573,21.189880952380953,81.39880952380952,0.11249999999995453,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-24,0.0,1013.1333333333332,19.8,24.6,17.4,85.0,2015,0,2.8,0.0,1014.375,6.22857142857143,20.71190476190476,81.56547619047619,-1.241666666666788,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-25,0.0,1015.6791666666668,19.754166666666663,24.7,17.5,82.04166666666667,2015,0,0.0,2.8,1013.1333333333332,6.142857142857145,20.214880952380952,82.88690476190477,2.545833333333576,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-26,0.0,1014.5125,19.15,26.5,14.1,73.25,2015,0,0.0,0.0,1015.6791666666668,3.114285714285716,20.041666666666664,82.89880952380953,-1.1666666666667425,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-27,0.0,1012.7208333333332,19.704166666666666,24.9,15.0,77.625,2015,0,0.0,0.0,1014.5125,3.114285714285716,19.964285714285715,81.9702380952381,-1.7916666666668561,0,0,0,1,0,0,0,0,0,0,0,0
2015-04-28,0.0,1013.2833333333332,19.60833333333333,24.8,16.2,84.91666666666667,2015,0,0.0,0.0,1012.7208333333332,0.4571428571428586,19.711904761904766,79.76785714285714,0.5625,0,0,0,1,0,0,0,0,0,0,0,0
